CustomerID,Revenue,CumulativeRevenue,RevenuePercent,CumulativePercent
14646.0,280206.02,280206.02,3.1529136238619846,3.1529136238619846
18102.0,259657.3,539863.3200000001,2.9216968240197634,6.0746104478817475
17450.0,194390.79,734254.1100000001,2.187309787792189,8.261920235673937
16446.0,168472.5,902726.6100000001,1.8956739062782737,10.157594141952211
14911.0,143711.17,1046437.7800000001,1.6170562852080967,11.774650427160308
12415.0,124914.53,1171352.31,1.4055541114188643,13.180204538579172
14156.0,117210.08,1288562.3900000001,1.3188626642852037,14.499067202864376
17511.0,91062.38,1379624.77,1.0246454323975518,15.523712635261928
16029.0,80850.84,1460475.61,0.9097438910723097,16.433456526334236
12346.0,77183.6,1537659.2100000002,0.8684796421529911,17.301936168487227
16684.0,66653.56,1604312.7700000003,0.7499942984911679,18.051930466978394
14096.0,65164.79,1669477.5600000003,0.7332424699051976,18.78517293688359
13694.0,65039.62,1734517.1800000004,0.7318340412129847,19.517006978096575
15311.0,60632.75,1795149.9300000004,0.6822473818628797,20.199254359959454
13089.0,58762.08,1853912.0100000005,0.6611983661110058,20.86045272607046
17949.0,58510.48,1912422.4900000005,0.6583673310470066,21.518820057117466
15769.0,56252.72,1968675.2100000004,0.6329627295919392,22.151782786709404
15061.0,54534.14,2023209.3500000003,0.6136250497815742,22.76540783649098
14298.0,51527.3,2074736.6500000004,0.5797917052989212,23.3451995417899
14088.0,50491.81,2125228.4600000004,0.5681402406788075,23.913339782468707
15749.0,44534.3,2169762.7600000002,0.5011055836671774,24.414445366135883
12931.0,42055.96,2211818.72,0.4732189881166531,24.887664354252536
17841.0,40519.84,2252338.56,0.4559343713340197,25.343598725586556
15098.0,39916.5,2292255.06,0.4491455132437443,25.792744238830302
13798.0,37153.85,2329408.91,0.41805982556664767,26.21080406439695
16013.0,37130.6,2366539.5100000002,0.4177982136221405,26.62860227801909
16422.0,34684.4,2401223.91,0.3902732614220016,27.018875539441094
15838.0,33643.08,2434866.99,0.3785561969035449,27.39743173634464
12748.0,33053.19,2467920.18,0.37191867991665095,27.76935041626129
17404.0,31906.82,2499827.0,0.359019579494088,28.128369995755378
17389.0,31833.68,2531660.68,0.3581965989512387,28.486566594706616
13098.0,28882.44,2560543.12,0.32498887271007354,28.81155546741669
14680.0,28754.11,2589297.23,0.3235448872976609,29.13510035471435
13081.0,28337.38,2617634.61,0.31885578856069585,29.453956143275047
13408.0,28117.04,2645751.65,0.31637649497563386,29.770332638250682
17857.0,26879.04,2672630.69,0.302446362188547,30.07277900043923
16333.0,26626.8,2699257.4899999998,0.2996081257634946,30.372387126202725
13777.0,25977.16,2725234.65,0.292298294209534,30.66468542041226
12753.0,21429.39,2746664.04,0.24112621021508301,30.90581163062734
12744.0,21279.29,2767943.33,0.23943726600559861,31.14524889663294
16210.0,21086.3,2789029.63,0.23726571808429012,31.38251461471723
17675.0,20374.28,2809403.9099999997,0.2292539788701854,31.611768593587417
17381.0,20275.61,2829679.5199999996,0.2281437315340773,31.839912325121496
12471.0,19788.65,2849468.1699999995,0.22266439594280113,32.062576721064296
15039.0,19766.59,2869234.7599999993,0.22241617402900216,32.284992895093296
12731.0,18895.91,2888130.6699999995,0.2126191724013278,32.49761206749462
15159.0,18641.010000000002,2906771.6799999992,0.20975100531939853,32.70736307281402
12901.0,17654.54,2924426.2199999993,0.19865111994744566,32.90601419276146
12678.0,17628.46,2942054.6799999992,0.1983576644845319,33.104371857245994
14031.0,17286.86,2959341.539999999,0.1945139380224407,33.29888579526843
17428.0,17256.85,2976598.389999999,0.19417626170181024,33.493062056970246
13767.0,17220.36,2993818.749999999,0.19376567160051722,33.68682772857076
13881.0,17159.52,3010978.269999999,0.19308109221540706,33.87990882078617
16839.0,16594.35,3027572.619999999,0.18672172779918902,34.06663054858536
12921.0,16587.09,3044159.709999999,0.18664003735974294,34.2532705859451
17677.0,16345.38,3060505.089999999,0.18392028582826736,34.43719087177337
15189.0,16225.39,3076730.479999999,0.1825701431520779,34.619761014925444
14607.0,16209.5,3092939.979999999,0.18239134685968142,34.802152361785126
15856.0,16143.64,3109083.619999999,0.18165028179881104,34.983802643583935
14051.0,15610.390000000001,3124694.0099999993,0.1756500852651163,35.159452728849054
15513.0,14758.22,3139452.2299999995,0.1660613605016495,35.325514089350705
16133.0,14589.04,3154041.2699999996,0.16415772571576956,35.48967181506647
14866.0,14389.9,3168431.1699999995,0.16191697721559148,35.65158879228206
16705.0,14034.99,3182466.1599999997,0.1579234849478491,35.80951227722991
12681.0,13787.54,3196253.6999999997,0.15513914620942856,35.96465142343934
12621.0,13689.67,3209943.3699999996,0.1540379005746368,36.11868932401398
12540.0,13400.24,3223343.61,0.15078119755963956,36.269470521573616
12433.0,13375.87,3236719.48,0.15050698323328957,36.41997750480691
15498.0,13316.4,3250035.88,0.14983781926168369,36.56981532406859
12477.0,13219.74,3263255.62,0.14875018870013293,36.71856551276873
17735.0,13110.02,3276365.64,0.1475156053645924,36.866081118133316
16525.0,13027.45,3289393.0900000003,0.1465865172674763,37.012667635400796
14258.0,12669.98,3302063.0700000003,0.14256421955552154,37.15523185495632
13078.0,12627.94,3314691.0100000002,0.14209118015134617,37.29732303510767
12536.0,12601.830000000002,3327292.8400000003,0.14179738712463305,37.4391204222323
15640.0,12416.11,3339708.95,0.1397076421640371,37.57882806439634
16000.0,12393.7,3352102.6500000004,0.1394554820059122,37.718283546402255
17340.0,12353.29,3364455.9400000004,0.13900078356816892,37.857284329970426
12682.0,12279.82,3376735.7600000002,0.13817408982352652,37.995458419793955
13113.0,12245.960000000001,3388981.72,0.13779309281531107,38.13325151260926
